drugName,condition,review,rating,rating_category,review_length,positive_word_count,negative_word_count
Jardiance,Type 2 Diabetes,i had an a1c of on my last test my doctor/nurse suggested jardiance 25 mg since then i ve never had high glucose levels i ve had over the last month and a half i'm consistently around or below 100 i'm feeling great i have forced myself to drink more during the day and i'm amazed at the difference i ve been a type diabetic for over 30 years eventually going from oral meds then insulin by syringe now on insulin pump i honestly believe jardiance has been the answer to my prayers lately i ve had numerous low glucose readings and i ll be discussing this with my endocronologist soon however i am feeling near normal with my control lately,10,positive,121,1,0
Insulin Glargine,Type 2 Diabetes,i have been using the lantus solostar for about a month now the pen is very easy for me to use at first i had trouble just using one hand so now after i insert the needle i hold the pen in my left hand and depress the plunger with my right hand this gives me more control over the entire process and with no pain,9,positive,66,0,0
Bupropion,Depression,i ve taken it for a week now and all its caused was me and my gf to have big fights in public i already had anger issues its worse now i ll stick with it for another week or two if it doesn't get better i'm quitting this mess,1,negative,50,0,0
Effexor XR,Depression,i take 300 mg effexor am and 15 mg mirtazapine pm just before i go to sleep this combination has worked very well for me and the only side effect i really have is a bit of dry mouth but that's probably exacerbated by smoking for me they counteract each others side effects at these dosages cause at 225 mg effexor and 30 mg mirtazapine i had an insatiable appetite at night ti'me,10,positive,73,0,0
Farxiga,Type 2 Diabetes,as a paraplegic with obesity and type ii diabetes that was out of control it was very nice to see my numbers come down finally this medicine is highly effective at reducing the glucose for me i believe the reason that i have not had any yeast infection is because i wear a indwelling catheter so when urine rarely ever touches the skin around my genitals or anywhere else i believe that with proper care of the skin around the male genitalia ie washing the tip of the penis after urination would reduce or perhaps even eli'minate any problems with yeast infection it is only my opinion as i am not a physician or in any medical field i ve been on this medicine for almost a year and have reduced my ha1c almost down to from,10,positive,137,1,0
Valsartan,High Blood Pressure,i started valsartan a month ago i am experiencing hair loss bodyaches heart palpitations my head throbs anxiety but that could be from my heart racing at ti'mes which is something that has never happened to me until i was put on this medicine it seems like my vision is blurry at ti'mes my blood pressure runs about 135/85 although some days i check it and it s all over the place my face also is flush since starting this medication,4,neutral,81,0,0
Bydureon,Type 2 Diabetes,i will be taking my 5th shot tomorrow i have had no side effects as of yet i do notice that my loss of appetite for sweets has di'minished a lot until it is ti'me for the next injection i start craving sweets within the last 12 hours before the next shot i can't say i have lost any weight as i have also started going to a gym and with the yoga walking and weights this seems to be what i can contribute my loss to i still eat the carbs are no longer a big draw for me in the past few days i have been itching a lot which brought me here to read side effects i have not noticed any lumps at the injection site i have injected these in my stomach alternating sides,7,positive,138,0,0
Jardiance,Type 2 Diabetes,stopped taking it after months it gave me terrible joint and back pain hope you have better luck,2,negative,18,0,1
Olanzapine,Depression,i started taking zyprexa over two years ago for intrusive thoughts i was having as a result of obsessive compulsive disorder/depression while the zyprexa helped remove intrusive thinking it added about thirty pounds onto my slender frame made me severely tired and took away my sex drive in addition to these adverse effects i was unmotivated/uninterested in many activities that used to give me pleasure i had a so what attitude about life in general all because of this medicine what really frightened me about taking this was my cholesterol went sky high and my blood sugar was also very high making me an at risk candidate for diabetes i am finally off of this,2,negative,115,0,0
Vortioxetine,Depression,i started at a / dose mg and couldn't make it past day i didn't have the vomiting that others report but it destroyed my appetite and then gave me diarrhea fastest lbs i ever lost but moreover it felt like i d taken a bad amphetamine it made me incredibly anxious heart racing waking at 5am in a panic i ve taken ssri s before--this was something more/different there we're a few gli'mmers around day when i felt my mood was better kind of like the kick you get from a cup of coffee but the rest was unmanageable,3,negative,100,0,1
Methylphenidate,Depression,with multiple spinal surgeries accompanied by anxiety and depression i have been on multiple antidepressants and anxiolytics for decades tricyclics ssri rsquo s with seroquel added in for sleep made me a fat unmotivated anhedonic waste of space a psych arnp put me on up to 40 mg methylphenidate twice a day clonazepam mg up to ti'mes a day and 150 mg of trazadone at bedti'me lost weight hit the gym returned to work and actually engaged in life again once more i have the range of affect that the other meds stole it may be atypical but it sure is working for me,9,positive,104,0,1
Farxiga,Type 2 Diabetes,use flushable wipes every ti'me and it will be 95 better using tp is burning terrible build up happy trails,6,neutral,20,0,1
Viibryd,Depression,the first couple of weeks we're not good gastrointestinal issues night sweats and some nightmares i have been on it for four weeks now with little to no side effects the last two weeks i do have vivid dreams now that are pleasant or not affective i feel better and have gotten my motivation back,10,positive,55,1,0
Hydrochlorothiazide / Valsartan,High Blood Pressure,i am on a low dose but have never had any problems with this drug and have been using it for several years now my dr is very happy with it prescribed by another dr it does it s job no more puffy ankles either yay,10,positive,46,0,0
Atenolol,High Blood Pressure,i ve been taking atenolol 50 mg since 1996 i had no idea that i had stage hypertension atenolol from what i have been reading today i have had side effects mentioned here gout water retention and chills and very dizzy almost passing out it took a month or so for it to all settle down it s probably been two years total after i started on atenolol the gout pain to go away seemingly keep your doctor and pharmacist in the loop or your reactions good or bad i haven't paid attention to my blood pressure other than taking my atenolol oooops i was just at my dentist and my blood pressure was insane 217/118 obviously i'm going to have to toddle over the emergency room that rate is about where it was in the beginning i gave the drug a high mark here it has worked very well i ve nosed around and there'seems to be a pattern with atenolol and men over 60 with hpb that appears to i'mply that atenolol loses effectiveness so boys keep track of your numbers,8,positive,183,1,1
Duloxetine,Depression,i began taking cymbalta 30 mg on 07-07 -16 due to moderately severe depression anxiety and physical pain almost i'mmediately i felt better in all aspects however severe chronic constipation also occurred i took miralax daily and still only had bms every two to three days then about two to three weeks ago i started feeling angry as if i was backsliding i was going to increase from 30 mg to 60 mg but my doctor wanted to prescribe a medication for idiopathic constipation which mine wasn't my last dose of cymbalta was on 09/30 /16 and i started taking zoloft 50 mg again on 10/ /16 i guess one can't have it all even taking zoloft causes constipation but i take 20 billion probiotic twice daily and it moves things along regularly,7,positive,133,0,0
Vilazodone,Depression,10-20 mg start pack day i had random muscle twitch in my upper outside thigh gone now in addition to depression i also normally have anxiety which i believe the medicine is making worse my jaws tighten and i feel as if i have non-stop tmj the pain is so sharp in my left jaw that it wakes me up at night also intermittent ringing ears i regularly have to relax/reposition by jaws due to the pain and tightening i have strange stools-not diarrhea but soft and textured insomnia is bad i can get to sleep quickly but wake up at the slightest sound and have trouble getting back to sleep constant dull headache just went up to 20 mg and will see what happens it s day i'm more anxious and still depressed no i'mprovement,2,negative,136,0,1
Effexor XR,Depression,18 year old female and have been on it for months just recently quit taking it and had horrid withdrawal symptoms i don't recommend quitting cold turkey talk to the doctor and formulate a titration schedule to wean yourself off worked to help lessen my depression though i am not sure it helped as much as prozac did,6,neutral,58,0,0
Vortioxetine,Depression,first ti'me i took it at 10 mg was nauseated and vomited within 15 min i then had to come off effexor then start again with ginger i can keep it down but a bit of nausea frankly i d rather be depressed than nauseated,6,neutral,45,0,0
Dulaglutide,Type 2 Diabetes,my pcp put me on this and i took my first injection this past saturday night woke up to horrible nausea and sulphur burps on sunday still dealing with those today wednesday vomited three ti'mes at work monday around and the nausea deceased for a couple hours afterwards however the nausea returned with a vengeance and i took phenergan and went to bed early when i got home back to work on tuesday but had to leave after only hours after the vomiting started again began having abdominal pain and diarrhea as well and spent most of the day yesterday in bed eating phenergans as often as i could still sick as a dog this morning and called in for the day i will but be taking another injection and i pray this poison wears off soon,1,negative,137,0,2
Abilify,Depression,my mom was prescribed abilify about a week ago earlier today / 14/11 my mom was in a great mood we got into a conversation and somehow she brought up her effects of abilify after she told me i could see how much it has helped her she used to be antisocial didn't have motivation to do anything and has been suffering from resistant depression for years she is so happy now i have been dealing with a lot of issues i have a moderate stutter it has complete control of me i am always anticipating that i'm going to stutter,10,positive,101,1,0
Tramadol,Depression,i been diagnosed with depression by every doctor i been in face to face contact i always try to hide my depression from everyone even doctors i would go to the er about twice a year for anxiety attack the doctors in the er would identify my depression right away even with me trying to hide it i taken a hand full of antidepressants zoloft exfexar welbutrain and paxel took zoloft for years and gained 115 lb i got prescribe tramadol for pain i would stand all day i'mmediately did not have the need for zoloft i was able to get a better job still standing all day i lost 104 lb saggy skin now i take 50 mg twice a day on an empty stomach is best just like everyone else tramadol has gave me my life back,10,positive,139,1,0
Paroxetine,Depression,it has been incredibly helpful with depression muscle tension pms and premenopause and decreased migraines i take 25 mg extended release,9,positive,21,1,0
Vilazodone,Depression,i ve been on viibryd for a year now it s completely changed my life when i went to the doctor i knew it was ti'me to get help i still have a bad day now and then but who doesn't no more crying staying in bed for days and hating life i know medication works differently for everyone but this is what worked for me no matter what don't give up get help,10,positive,74,1,1
Bupropion,Depression,just switched over to wellbutrin and so far so good i had been on zoloft for a year following a diagnosis of depression zoloft was just awful for me the entire ti'me i was on it i battled chronic fatigue no libido what'soever some memory loss nerve problems vertigo you name it and on top of all of that i completely stopped working out and put on 30 lbs in 10 months feel like i am back on the road to being me on wellbutrin 150 mg xl seems to work for me thank god- i was prepared to swear off any and all antidepressants if this didn't work also i haven't drank alcohol for going on 10 years so if you're sober that eli'minates one of the big drawbacks for a lot of people,6,neutral,135,1,1
Deplin,Depression,deplin worked for me but is not for everybody i have the genetic mutation which others on this website have talked about which keeps the body from processing folic acid into l-methylfolate which is needed by the brain for the other neurotransmitters to work properly a blood test 280 proved this before deplin i was was on bipolar meds including seroquel which was miserable and antidepressants now i am only on deplin and clonazepam for chronic anxiety and am feeling re-energized,10,positive,81,0,0
Perindopril,High Blood Pressure,this medicine works great it brought down my average blood pressure from 160/100 to 110/75 in a couple days and this with a low dose,10,positive,25,2,0
Duloxetine,Depression,cymbalta has been very effective for me i was prescribed a different antidepressant that'soon proved ineffective for my depression i take 60 mg cymbalta per day and have not suffered any side effects accept lack of libido i have found ways to lessen those effects before this drug i really thought i was losing my mind and i could not function on a daily basis i never understood depression but i do now this medicine has been a blessing for me,10,positive,81,1,0
Fluoxetine,Depression,i was diagnosed with depression after a serious suicide attempt in february 2008 i eventually went to my doctor in march 2008 and was prescribed fluoxetine i initially started on one tablet per day which later was increased to two tablet's a day 40 mg and i have seen such a difference i still have my up and down days but taking this medication has made me enjoy the good days more i have more motivation however can be slightly tired and glazed over at ti'mes one thing i have noticed which my doctor hadn't heard of as an effect was dilated pupils which can look a bit odd but otherwise it has saved me from myself,9,positive,117,1,0
Duloxetine,Depression,this was the worst medication i have ever taken i took it at night on the first day and woke up at around am feeling nauseous and just plain gross i figured my body was just adjusting so i took the next dose the following night within hours my arms and legs we're in pain it felt like i was laying on a bed of nails i had numbness in my arms and legs for a a few days too needless to say i discontinued the medicine i'mmediately,1,negative,88,0,1
Lisinopril,High Blood Pressure,medication works fine - hate the new packaging it is cumbersome don't use the day/date aspect at all and don't need it wastes plastic with excess packaging,8,positive,27,1,1
Desvenlafaxine,Depression,i wish i was told what would happen the wonder drug no depression little anxiety seemed like my problems we're fixed with one little wonder pill 50 mg pristiq a day its been months and i barely feel anything this is no way to live life sure i'm not as suisidal not as anxious not as depressed and i'm not flipping my lid every other day but i am numb bored barely characteristic i don't find joy often nor do i care to create it this is no quick fix also in that months i have gone from 57 kg to 66 kg not a welcomed weight gain sex life is shit affecting my relationship as my needs and wants have changed to nearly not caring wether i have it or not but the worst part is missing a dose i can't funtion without it,6,neutral,145,0,1
Citalopram,Depression,i ve been on celexa 20 mg for 15 years now and i love it i started with paxil and then try zoloft and wellbutrin the last three medication made me feel like a zombie but celexa is different celexa made me feel like myself again no side effect i had a big depression due to baby blues and multiple surgeries and lots of pain for long periods of ti'me celexa saved my life i ve been on 20 mg for all this ti'me and didn't have to increase the dosage if i try to stop i become suicidal again with no reasons at all so i will keep taking this wonderful life saving medicine forever thank you for saving me you cannot control depression with your will depression is a sickness like diabetes or heart problems and celexa is the best,10,positive,142,3,0
Citalopram,Depression,celexa has definitely helped me get back to my normal self but i ve only been taking it a week started with 10 mg for a few days and now i'm at 20 mg and it has completely taken away my appetite i have thrown up every day someti'mes multiple ti'mes a day but i feel great otherwise happiness comes a lot easier so i ll deal with the excessive vomiting for a while since i need to lose some weight anyway,6,neutral,82,1,0
Hydrochlorothiazide / Olmesartan,High Blood Pressure,i was placed on benicar hct for over years ago after trying many other blood pressure medications it has been the only prescription that has significan'tly reduced my blood pressure without any side effects the only bad effect it is the cost,10,positive,42,0,1
Dulaglutide,Type 2 Diabetes,well i am 24 hrs into the shot and so far knock on wood the only side effect is headaches which i never have but i can deal with that my morning blood reading would normally be about 169 and i got up this morning and it was 75 just wondering how many days into it that the side effects nausea vomiting started with people that did experience these effects will keep you posted after the week is up,8,positive,79,0,0
Alprazolam,Depression,it is great,10,positive,3,1,0
Hydrochlorothiazide / Irbesartan,High Blood Pressure,i had very high blood pressure for years i had to take a physical for a new job in a couple of days so i went to my doctor he gave me a 30 day supply just after taking pill a day for two days i had perfect blood pressure even the doctor who gave me the physical was i'mpressed where my blood pressure ranges we're it really works,10,positive,69,2,0
Pristiq,Depression,what a great antidepressant no side effects and i actually feel happy my mood swings have i'mproved and i feel calm and happy inside things that used to irritate me don't anymore i can'tell i have less of an appetite and more energy i am on x 50 mg a day if you have had bad luck with side effects and antidepressants you need to try this i applaud pristiq,9,positive,70,1,1
Victoza,Type 2 Diabetes,i am very pleased with this medication since i started the medicines back in march i have lost 22 lbs had no side effects the first few months now as of recently i am experiencing major constipation eggy burps etc my sugars are normal i do not want to give up this medication i am just worried i have about 150 lbs to lose still and my weight lose has stopped due to the constipation i know i am keeping my calories at about 1200- 1500 per day and there is not way i should not be losing i am 300 lbs,7,positive,102,0,0
Vortioxetine,Depression,i have been taking 20 mg for about month i feel awesome i have taken everything you can i'magine and no success i take this along with other medicines i have energy and no side effects i couldn't be happier i hope it stays this way i was at a horrible place and now have hope,9,positive,56,0,1
Escitalopram,Depression,i have been dealing with depression and anxiety since i was a teenager i'm in college now and finally coming to terms that i have both i have seasonal depression i tried several other big name medication since i came to terms with my depress and anxi escitalopram has made a huge change in the pass few weeks of taking it even my professor said i look so much happier i'm not pulling at my hair anxiety and only reason why i won't get out of bed is now b c i'm sleepy in the morning and not sad i have more energy now and much happier in general beside yawning sideeffect i'm doing well week,8,positive,116,0,0
Dulaglutide,Type 2 Diabetes,horrible experience on trulicity 75 first of all the packaging states not to be used for the first treatment of diabetes my a1c was and months before that this medication caused me to have brain fog and confusion so bad i didn't even realize it was the medication i had sugar drops anxiety heart palpitations everyday depression trouble thinking just generally feeling bad weakness i did not see these symptoms in the package detail but i did find them online it took about weeks to get it out of my system and i know of one person 44 who'suffered a stroke that they we're relating to this drug because she was having the heart palpitation as well,2,negative,117,0,2
Desvenlafaxine,Depression,i was on pristiq at 100 mg for several years i was happy and positive free from anxiety and depression earlier this year i'made the mistake of tapering and discontinuing the med d/t feeling dependent and sexual side effects i ended up having difficulty w/ memory and would cry at everything i have tried to go back on and after 12 weeks i ve made i'mprovements but no where near where i felt before i function but i have difficulty sleeping have crying spells and feel terribly depressed especially in the am i'm going to now try lexapro since it worked for a close relative hoping it helps me turn the corner if you're on pristiq and it s working don't stop discontinuing this med was a big mistake for me,9,positive,131,0,0
Quetiapine,Depression,this made me very tired definitely helps if you have insomnia but makes it pretty much i'mpossible to have a normal day s worth of activity if you try to force yourself to wake up early you will be rewarded with dizziness headache and overwhelming fatigue a good sleep but didn't really help my depression,4,neutral,55,1,0
Tramadol,Depression,i too am very treatment-resistant to all the conventional antidepressants before i'moved to another state i had a psych doctor who was a good listener when i told hi'm that the only ti'me i recall not being depressed was when i had tramadol he said well let's try that for two years i used it and felt good motivated engaged curious about things if i did stop it cold turkey i d have a few days of lethargy before settling back to my blah baseline the main side effect is that if i took too much my short term memory got really bad and i d just get sort of dumb,9,positive,111,1,1
Pristiq,Depression,i have been on this medication for the last months i have noticed a significan't change in my mood and mental health overall i only take 50 mg daily my anxiety medication it really works well together i feel pristiq has been a lifesaver,10,positive,44,1,0
Fluvoxamine,Depression,do not take if you are on methotrexate and leflunomide for rheumatoid arthritis it over rides the arthritis medication and makes you become inflamed again and you will have to go back on steroids i only took this medication for three days and it made me sleep for 15 hours on the first night the second night it over rode my arthritis medication and made my arthritis flare up and i couldn't sleep and the third night i didn't sleep and had a major migraine,1,negative,85,0,0
Nebivolol,High Blood Pressure,mitral valve prolapse - keeps my heart rate down as i am prone to heart attacks and aneurysms due to the mitral valve,9,positive,23,0,0
Venlafaxine,Depression,this was indeed the scariest medication ever i started it and the first two weeks we're too much i had the normal beginning-taking-new-antidepressant side effects but i d have hallucinations in the dark things would move and sway and melt together it began to make me numb over the five years i took this medicine i couldn't feel anything all i wanted to do was sleep and sit there and zone out i felt as though i was in li'mbo they tried all doses and absolutely nothing changed not only that i would miss a day and it was a nightmare eventually i cut myself off of it in the way the doctor told me to scariest experience ever worst few weeks of my life i still had nightti'me hallucinations i felt like i was falling off a skyscraper,1,negative,139,0,1
Cymbalta,Depression,initially went on 10 mg escitalopram for months but besides i'mproving my mood it worsened my memory made me apathetic/demotivated and gave me brain fogs all day i then went on duloxetine and the dosage was increased from 30 mg to 120 mg over the course of months duloxetine increased my motivation mental energy and attention without any brain fog or memory issues like from escitalopram but the downside is that duloxetine started making me robotic socially withdrawn and hinder my creative thoughts at 120 mg it started to negatively affecting my memory so the sweet spot for me was 60 - 90 mg wasn't perfect but it worked better than escitalopram for me,7,positive,114,1,0
Citalopram,Depression,i have dysthymia so i have to take medication all the ti'me this one is terrible for me while it kept me from becoming suicidal well that was the only thing it did i was so low energy i could barely do anything and couldn't concentrate on anything i think it s good i don't drive i took it whenever things we're at their worst but had to stop when i became a bit better because it created a ceiling stopped it and used techniques given by therapists and i was able to be somewhat functional again,3,negative,97,1,2
Bupropion,Depression,this medicine has saved my life i was on it for several years 300 mg and felt it wasn't helping any more so i quit it on my own no problem quitting but a few months ago began feeling hopeless due to financial problems and could not do anything on weekends but lay around in bed and sleep my weekends away i couldn't get anything done and put i'mportant things off that needed to be done in just the last days i can'tell that i already want to get out of bed and do housework and get a shower i didn't realize what wellbutrin xl did for me but i do now and am grateful i am back in it,10,positive,120,0,0
Zoloft,Depression,i ve been on zoloft for about month now i was suffering from depression for a few yrs now i'm 30 yrs about months ago i became severely depressed and suicidal i finally went to the doctor to start something my depression was horrible the first week i began taking this my suicide thoughts stopped i still had a hard ti'me getting out of bed but i wasn't feeling this horrible despair i was just depressed and continued for the next weeks i knew i felt a little better about days ago i started feeling better i was able to get out of bed easier and stay out i do have trouble sleeping but i feel okay this medicine has saved me,8,positive,122,0,1
Canagliflozin,Type 2 Diabetes,invokana has help me to keep my diabetes under very good control i have had diabetes for 30 yrs i visit my doctor often lab work is normal i worry when i hear of side effects and the advertisements by law firms,10,positive,42,1,0
Sertraline,Depression,i ve just read a load of reviews people have wrote and none of them have admitted to or have not had any problems with ejaculation i have only been on sertraline 50 mg for four days now but haven't been able to ejaculate since starting the medication now this side effect at the minute i'm loving because it s great for the lady buy does or has anybody else had this side effect another side effect i ve noticed is headaches that are effecting my sleep at but for now i will just see what happens,7,positive,97,1,0
Vyvanse,Depression,i am on my third day of taking this now first day mild headache that got worse as the day went on mild upset stomach sleeping normal itchy at night second day bouts of nausea strange uncomfortable feeling hot and cold flashes not a good sleep itchy at night worse third day feel really moody negative and i have a strange feeling also exhausted it clearly isn't for me i don't feel like myself in three days kind of scary,3,negative,80,1,0
Escitalopram,Depression,so far i ve only been on lexapro for two days i am finding that it is helping very much with my negative outlook on life my mood swings and my panic attacks/emotional fits i find that little things like someone cutting me off or dropping something don't frustrate me as much or make me want to scream i find that my voice is calmer and that i can have mature conversations with my partner without getting worked up i have a better perspective on life already i was on zoloft before and it did not do anything for me at all it s so refreshing to see a change and i can't wait to see what else lexapro does for me negative side effects i ve experienced headaches stomach upset dizziness these are supposed to go away within a week,10,positive,141,0,0
Celexa,Depression,i began taking celexa 10 mg tablet years ago - one every evening i find that it helps a lot with low moods and mood swings especially around the ti'me of my period i ve always had mood swings but didn't quite understand why i felt so bad on some days and felt pretty good other days this pill helps to regulate my moods so that i'm feeling good most of the ti'me,8,positive,73,1,1
Sertraline,Depression,i was prescribed zoloft by my doctor to treat my depression/anxiety small 25 mg dosage and after about days in i am experiencing all of the mild side effects including insomnia lack of appetite/motivation foggy head achiness and exhaustion i'm 19 and around 125 lb was just wondering if anyone experienced anything si'milar aka is this normal and does it get better note- it is more of a grieving depression due to the death of a paren't i believe my dr said i'm going through some transition dilemma so a low dosage is all i need,5,neutral,96,0,0
Viibryd,Depression,i have been on different sris for over 15 years and i couldn't take this one even at 10 mg the insomnia was ridiculous i think this drug was also the cause of my chest pains quit after weeks,2,negative,39,0,0
Invokana,Type 2 Diabetes,i take metformin 1000 twice a day and have been on invokana 300 for months in the first two months on invokana lost 14 lbs and a1c dropped from 10 to in the last weeks lost another lbs now under 200 lbs for the first ti'me in years and can't wait to see my next a1c haven't had any of the serious side effects described by others no yeast infections definitely thirsty and frequent urination but absolutely worth it for the weight loss and the way i'm feeling my appetite has decreased and my energy level has significan'tly increased i swam 11 miles this week this medication has completely changed my life and i appreciate the 12 months of free medication coupon,10,positive,122,0,0
Paxil CR,Depression,i tried so many medications before like prozac and zoloft i can't remember the rest but they made me sick or suicidal i ve been on paxil cr 12 for 10 yrs and never increased and it is the best one for me i cannot live my life without paxil it has made me a better person mother sister and friend,10,positive,61,1,1
Effexor XR,Depression,i am currently on 225 mg and soon to be bumped up to 300 mg it worked for while but at this ti'me and point i don't feel it is doing as much for me i don't know why but i feel as if i have built an i'mmunity to it but this could just be me being crazy ol me,5,neutral,61,0,0
Bupropion,Depression,i have used several different antidepressants and this is the best so far i have more energy still not much sleep better and fewer thoughts of suicide,7,positive,27,1,0
Selexipag,High Blood Pressure,i am with this medication for months in 1600 mg twice a day i don't feel it help me and i have a lot of side effect like headache hot red flashes on my face eyes pain in my legs arms someti'mes diarrhea less appetite i hope continuing this medicine i'mprove my breathe because i'm not ok right now i'm taking adcirca and nitric oxide this is a study,2,negative,69,0,0
Cozaar,High Blood Pressure,i have been on losartan with atenolol for / years after triple bypass surgery with proper eating and exercise the results have been very good my blood pressure is well maintained in the 120/130 over 64/76 range i am 69 years old and find that low sodium diet and li'mited meats along with walking exercise is an excellent combination get the weight off and start walking 30 to 40 minutes and cut the tv off,9,positive,75,2,0
Invokana,Type 2 Diabetes,i got type diabetes at a very young age and tried all the regular stuff - metformin and victoza but it made me sick and sleepy at work i had heard about this new pill with invokana and had my doctor prescribing me it and get more information on their care program i ve never felt more better i lost around 55 pounds and feel amazing i highly recommend besides a few minor side effects i wouldn't change it for the world,10,positive,82,1,1
Wellbutrin,Depression,been on this med for about days now i definitely notice that i feel better i have taken zoloft celexa and viibryd viibryd was the only one that actually seemed to help me but the effects wore off after a few months wellbutrin has by far been the most effective,9,positive,50,1,0
Bupropion,Depression,just started taking this for depression/anxiety so far so good the first few days i could definitely feel the sti'mulant effect but on day i can barely feel anything obviously it s too early to tell how it will help with anxiety/depression i had just a hint of a headache but nothing bad enough to even take anything for no real trouble sleeping i will be increasing the 150 mg to 300 mg twice daily saturday so i'm sure there will be another adjustment period then i ve heard it s i'mportant to take the second dose fairly early in the afternoon around or so it doesn't keep you up at first i did not think this would work with my anxiety but it s mostly gone due to my body adjusting,7,positive,132,1,1
Losartan,High Blood Pressure,i ve been on 100 mg once a day for about years has worked well with no side effects bp is great at home bp not good at the doctors office white coat syndrome i keep a log of my readings at home and are great,10,positive,46,2,0
Nebivolol,High Blood Pressure,i am a 43 year old female 130 been on bystolic for about a month bp went from 160/113 down to 93/58 in about hours in the doctors office went to doctor due to dizziness and ended up with high blood pressure naggy little headache but i also had oral surgery in the last month so not sure which one it could be i walk everyday for 70 minutes 14 miles no side effects so far,7,positive,76,0,0
Pristiq,Depression,my doctor just gave me pristiq the other day and within 45 minutes i felt so much happier about everything i am really satisfied with it,9,positive,26,0,0
Atenolol,High Blood Pressure,i just started this drug noticed heart rate regulated and blood preasure and heart rate hasn't been this low in years so far seems to be great i am on 25 mg - the lowest dose,8,positive,36,1,0
Effexor XR,Depression,i ve been taking effexor for about six months within the first month i was up to 150 mg since then i no longer have depression i do have some moments of depression but not days/weeks i do not have any panic attacks anymore i'm not nearly as nervous as i was before effexor however my first week on effexor was hell i was extremely anxious teeth chattering night sweats buzzing headache and after months on effexor if i'miss one dose i get brain zaps i'm also having vivid dreams good dreams and bad ones this medicine takes ti'me,7,positive,99,1,1
Empagliflozin,Type 2 Diabetes,took this medication for a week ended up with excruciating back pain and a uti had to take antibiotics and still got a kidney infection over weeks of pain for nothing,1,negative,31,0,0
Amitriptyline,Depression,diagnosed with depression/anxiety 10 years ago have practically been on every ssri snri seroquel all kinds of benzos do not recommend- highly addictive i felt so frustrated that none of the anti-depressants we're working for me and avoided tricyclics for fear of weight gain last week i finally realised that i need serious help as i was planning suicide i'm back on 100 mg endep and 25 mg seroquel if needed at night i sleep fantastic wake up feeling so refreshed sleeping makes a huge difference and the funny thing is now that i'm feeling good i'm out of bed and exercising i know it s scary to think about weight gain but it really is different for everyone and it s worth a shot endep s been the only one for me good luck,8,positive,135,2,0
Bupropion,Depression,i have been using wellbutrin 150 mg for a week the notices that i have seen is increasing my energy but nothing really with my depression i am going to try about a month if doesn't work i am going to stop using anti depression,5,neutral,45,0,0
Effexor XR,Depression,i have been taking effexor since it first came out it is the only drug that has helped me life has been good,10,positive,23,1,0
Fluoxetine,Depression,i was on sertraline for a year but then i stopped taking sertraline because the medication stopped working and this was causing problems to me and my school life i have now been prescribed fluoxetine from my doctor and i have noticed the side effects instantly such as feeling anxious restlessness the medication has helped with life at home me and my mum have been getting on better and not arguing my social relationships have i'mproved to an extent but not inside school that is where i am having the problems which is a main concern for me once i go back to the doctor in a few weeks ti'me she expects to see a diary plan of my days and how my mood is changing i will also explain about my anxieties,8,positive,133,0,0
Fluoxetine,Depression,for me prozac was unfortunately not so much of a success i didn't feel worse but i didn't feel great either i started taking it in oct 2016 with a dose of 10 mg then upped to 20 mg and eventually to 40 mg so really i changed doses ti'mes in months which is probably not the best since you don't get to get use to the drug but anyways i wasn't feeling any better still felt down and very depressed my psychiatrist has officially switched me to venlafaxine which i'm afraid of since the reviews of that drugs aren't all positives i have to say while on the prozac someti'mes i felt good but the majority of the ti'me i felt very depressed not because of the drug my side effects we're fatigue and diarrhea,4,neutral,136,3,0
Citalopram,Depression,i am taking it for anxiety and depression and have experienced a lot of yawning and nausea i feel energized in the morning than the energy seems to drain out of me but once i find something to keep me busy like walking my dogs/exercising i feel much better overall i feel good taking this medicine i feel more positive and i am not thinking of the things about my loss that it could have been my fault that caused it,8,positive,81,1,0
Mirtazapine,Depression,terrible only took one ti'me and slept for 12 hours straight woke up for work and felt out of it half of the day will never take it again,1,negative,29,0,1
Citalopram,Depression,i ve been taking celexa for a few weeks now i ve gained alot of weight so much in fact we thought i was pregnant and i'm not i ve been feeling nauseous and having cramps i don't want to have sex anymore and when we do i can't have an orgasm my period is down to just barely anything i have an iud that i ve had for years celexa does make me a happier person i'm playing with my kids now which before i wouldn't i just wanted to be left alone and wanted to play my computer now i do things with my family i feel happier,8,positive,110,0,0
Lexapro,Depression,wonderful drug but causes weight gain i ve had depression on and off for years and have been on all sorts of medicines you name it i probably have tried it out of all of them this one is truly the best you will most definitely see an i'mprovement in your mood without a doubt i am so thankful for lexapro,8,positive,61,2,0
Twynsta,High Blood Pressure,overall well tolerated just put on higher dose 80 mg/10 mg for better blood pressure control i will see if there are increased side effects am currently on twynsta for months,9,positive,31,0,0
Diovan Hct,High Blood Pressure,diovan hct induced disturbing psychedelic dreams and headache there is an unpublished academic article on the web about how once daily dosing of diovan may induce psychedelic dreams and that twice daily dosing may relieve the problem novartis the manufacturer doesn't list this troubling side-effect,3,negative,45,0,0
