drugName,condition,review,rating,rating_category,review_length,positive_word_count,negative_word_count
Remeron,Depression,only been taking remeron for anxiety for a week at 15 mg i forgot to take it at night so my days we're a type of groggy i ve never experienced before strange but not unpleasant it gives me tremors and cravings but my anxiety just vanished i lowe'red the dose to mg due to it being strong on the sedative side i also have depression so i look forward to combating that now that my anxiety is under control,9,positive,80,0,0
Victoza,Type 2 Diabetes,an update on victoza i have now been on it for a month this medicine is wonderful i have upped it to i have lost approxi'mately 10 lbs victoza will definitely tell you what you can and cannot eat most of my side effects have gone away my morning blood sugars have been lowe'red by approxi'mately 50 points i work crazy hours and i have to keep glucose tablet's in my vehicle i just cannot pull over to eat regularly i suggest this medication to anybody who has type diabetes,9,positive,90,1,0
Amlodipine / Olmesartan,High Blood Pressure,i am 61 years old diagnosed high blood pressure when 18 years old i was when 18 and weighed 175 29 pant size with 44 coat size have taken drugs for over 40 years trying to keep blood pressure in the 150 over 100 range vasotec lotril and others started azor lowest dose available years ago and have never had a reading over 120/80 no side effects for me and i feel great,10,positive,73,1,0
Lisinopril,High Blood Pressure,i ve been taking 10 mg/day for over five years it controls my blood pressure well and i have had no adverse reactions,10,positive,23,0,0
Victoza,Type 2 Diabetes,tried ti'mes good news blood sugar went from 300 to 116 in a day and lost lbs in days bad news severe diarrhea and vomiting after eating anything at all hives all over along with massive itching and psoriasis patches flared up and a few new patches appeared,1,negative,48,1,1
Hydrochlorothiazide,High Blood Pressure,i have been having erratic blood preasure but it was starting to go over 140/90 regularly my md put me on hydrochlorothiazide 25 mg i have a family history of high blood pressure i am very health conscious and this is the first ti'me i am taking a medicine so i cut the pill in half 12 mg and it dropped my bp the first day to 120/78 i don't think i am urinating more but get leg cramps so i started taking chelated potassium i have been on this medicine for weeks and today is the first day i did not take it because my blood pressure was 114/66 i have to be diligent with this medicine even though i am only taking / my prescribed dose i don't like to depend on medicines i use herbal supplements and exercise i recommend diligent monitoring of your bp whenever you are prescribed medicines,9,positive,153,0,0
Byetta,Type 2 Diabetes,this medicine saved my life sugar is now under control after major surgery and a poorly functional pancrease,10,positive,18,0,0
Lisinopril,High Blood Pressure,used it for years no side effects works great to reduce my blood pressure,10,positive,14,2,0
Actos,Type 2 Diabetes,took 30 mg actos for or so months was very happy with it at first it did lower my numbers but i had so many bad side effects weight gain chronic fatigue swelling urgent need to urinate watery eyes and pain i could barley get up my steps i stopped taking this medicine myself and i feel as if i have been raised from the dead,1,negative,66,0,1
Remeron,Depression,i ve been taking this medication for approxi'mately years now for all who are upset with the weight gain and sleepiness it doesn't last forever i think i gained about 10-15 lbs in my first few months but i ve managed to lose it all now i am only sleepy right after i take it at bedti'me and i wake up feeling rested without the hangover it s definitely levelled off my depression and i feel normal if you can get past the first few weeks this medication is a life saver i truly forgot that this medication even has side effects since i ve been on it so long also i tried the ssri/snri route first on zoloft i would ve made a great cast member for the walking dead i ve never felt more like a zombie remeron is the best,9,positive,143,2,0
Nebivolol,High Blood Pressure,i have been sick ever since i have taken this medication 20 mg memory loss jitters anxiety panic attacks cold chills this has been a complete nightmare after reading the reviews above maybe i can get some help - every doctor i have been to kept saying maybe it s depression what are you depressed about i am not depressed for crying out loud this is another failed medication that's causing folks to become sick i have been carted off the road twice from this medication because of anxiety from this pills my life has been a living hell,1,negative,99,0,1
Avapro,High Blood Pressure,i just started on 150 mg avapro last week - sept 14 2017 i can no longer drink coffee all day night i get a false angina pain pinching i was on clonidine which liked but my hair started falling out in large handfuls eek also about 30 minutes into clonidine i had to take a nap so far this one is better but my coffee intake is going down to cups and only in the mornings now i'm a little dizzy for a couple of hours after i take avapro but clonidine was much worse actually i will see how it goes,5,neutral,103,0,0
Nifedipine,High Blood Pressure,my doctor started me on this after my bp was high and since i am a busy mom the once a day dosing would be easy within two days my blood pressure was controlled and i slept great nursing hint take your blood pressure meds that cause drowsiness at night the procardia helped me sleep wonderfully however i ended up with a massive fecal i'mpaction from this medication and almost shut down my intestines be aware it is a bad bad side effect,9,positive,83,1,1
Aripiprazole,Depression,i ve only been on aripiprazole for a short ti'me but i i'mmediately quit having the depression i was having i also had a repetitive sound in my head and that's basically gone and i'm sleeping much better i hope this all continues the only side effect i ve had is after i take the pill mg i get a bit dizzy in my eyes so i decided to take it right before bed and when i wake up the dizziness is gone if i take it during the day the dizziness lasts several hours then subsides so far i think not having spiralling depression is well with the aripiprazole,10,positive,110,0,0
Exenatide,Type 2 Diabetes,i have been on it - weeks only side effect i have had outside the last two days is loss of appetite which is wonderful for a binge eater like myself you not only get full sooner you almost feel sick i don't mind reminds me i need to keep myself in check until the last two days i have not had the nausea and vomiting others seem to have i don't know why it decided to start vomited two days in a row now hope it doesn't continue i otherwise love it,8,positive,93,2,1
Exenatide,Type 2 Diabetes,i'maxed out on metformin sugars we're running in the upper 200 s so my doc put me on bydureon i'm her 1st so sales rep/nurse came gave us all a lesson she said to continue the metformin while i'm waiting for the numbers to go down just took my 6th injection sugars are around 100 so i lowe'red my metformin by 500 mg 13 lb weight loss having a hard ti'me with the nausea though some indigestion with the metformin so hoping the decrease in that will help,10,positive,88,0,0
Metoprolol,High Blood Pressure,toprol xl 50 mg works great keeping my blood pressure down but gained about 20 lbs and get very fatigued depressing,7,positive,21,2,0
Valsartan,High Blood Pressure,taking diovan for 160 mg for months with no noticeable side effects than had what the doctor refers to as an orthostatic syneopal episode i passed out was out of work for weeks doctor increased dose to 320 and nearly all of the side effects listed for this medication has presented itself the worst being muscle weakness and cramping,1,negative,59,0,1
Sertraline,Depression,ok so i was really bad depressed so i decided one day to the gp he gave me citalopram oh no so wrong for me then been given sertraline it worked wonders took them for yrs till i was told off to stop big mistake as soon as i stopped months after i begged my gp yesterday to put me back on them so starting them today,10,positive,67,0,1
Venlafaxine,Depression,i love venlafaxine is so effective its only been the day on it n i feel like i used to b it works for depression and anxiety i recommend any one the suffers from anxiety and depression to try venlafaxine the first days is rough but hang on to it and you ll see results its so worth it,10,positive,59,3,0
Toprol-Xl,High Blood Pressure,have been taking toprol for about years now 50 mg once a day during a recent health fair at work my blood pressure was really high made an appoinment with the doctor that day to re-evaluate and was found to be running a little high 145/94 doctor added an additional 50 mg a day,8,positive,54,0,0
Amlodipine / Olmesartan,High Blood Pressure,this medicine works very well for me where others did not the only reason for the out of 10 is the price,6,neutral,22,1,0
Candesartan,High Blood Pressure,took two candesartan mg 12 hours after the second dose i started to feel something in my throat the beginning of an allergic reaction i had a quite severe throat swelling it only lasted 12 hours be careful when you start using this drug,5,neutral,44,0,0
Viibryd,Depression,just transitioned from 60 mg paxil went down 15 on paxil up 10 on viibryd each week for four weeks no brain zaps take with food in the morning get a sleepy reaction for about two hours after taking it i get vivid dreams with this med no nightmares so far no diarrhea but i'm constipated b/c i'm taking 450 mg wellbutrin i like it a lot very opti'mistic,8,positive,69,0,0
Citalopram,Depression,i was put on celexa when i was 19 and i loved it it made me feel great then one day i decided to stop taking my medicines after a few months my depression returned i have been on or different meds for depression and each ti'me i stopped taking them i am now months pregnant and my depression anxiety and stress where'so terrible that my obgyn prescribed me back on to celexa i have been taking it for about a week now and already my friends noticed some change in my moods it s true at first you will be tired but after a few days of adjusting you will be back to normal for me the only side effects that i have found that won't go away are the crazy dreams and sweating while i'm asleep other then that i wished i never got off of celexa,8,positive,149,1,1
Effexor XR,Depression,i ve been taking effexor for months now and i can say it definitely has worked for me it can'take ti'me to actually start working though so give it some ti'me the only downfall is if i forget to take it for a day i start getting dizzy brain zaps and headaches i am now waiting to refill it and haven't taken it for about a week and the symptoms are still occurring even with that'said i would recommend this medicine for depression/anxiety i no longer cry all the ti'me for no reason definitely has changed my life,9,positive,98,0,0
Prozac,Depression,i have started taking lovan it has changed my life i cannot believe it i wish i had gone on this medication years ago i have had severe i'mpairing depression my whole life from the earliest age i cannot believe the difference i am myself but i am positive i no longer wake up in the night worrying i don't have that constant sadness that i could never shake i feel happy i feel sane i actually feel energized someti'mes to exercise but i had to take it at night not morning or i was too tired in the day i switched to night and my life has turned around the first month was hard with side effects but then taking it at night has changed my life i absolutely love this medicine and i was a natural medicine freak why oh why,10,positive,143,1,0
Toprol-Xl,High Blood Pressure,took this for migraines and seemed to work great for months i had about a three month stretch when i noticed i had a constant low grade fever achey and flu like symptoms after much research determined it was due to the beta blocker went off them and felt my old self again,5,neutral,53,1,0
St. John'S Wort,Depression,i have dealt with moderate to severe depression on/off since my early 20s i'm now almost 40 i have several antidepressants and found zoloft was the only med that worked so i remained on a dose of 100 mg for almost 10 years i did try to wean myself off on separate occasions as i no longer wanted to be on pharma drugs but every ti'me i had terrible withdrawal symptoms i finely decided to try st john s wort instead i have been on 900 mg daily for close to year st john s wort was helpful in combating the withdrawal symptoms i continued to have even weeks after discontinuing the zoloft but i continue to have mild depressed mood with irritability i am going to stop st john s wort and try -htp,2,negative,135,1,1
Hyzaar,High Blood Pressure,i used hyzaar for the last years the best thing that happened to me no side effects,9,positive,17,1,0
Duloxetine,Depression,side effects we're severely increased depression sadness and other horrible exacerbation of ptsd and i am in my 50s only drug i ever took with worse side effects than this was prednisone but that was effective,1,negative,36,1,1
Venlafaxine,Depression,i just started taking it within the last few days and i have been so nauseated since then my head feels a little cloudy too i'm really hoping those side effects go away soon,7,positive,34,0,0
LAntus,Type 2 Diabetes,i was using levi'mir for the past - years a new endocrinologist suggested lantus for evening/bedti'me use and it was an i'mmediate success,9,positive,23,0,0
Nuvigil,Depression,excellent response but it induces tachyphalaxisis i e the effect wears off staying at same dose with a break of days efficacy comes back,9,positive,24,1,0
Hydrochlorothiazide / Losartan,High Blood Pressure,tried it for cost reasons blurred vision 24 hour headache hours of diarrhea every afternoon might work for some i'm going back on diovan,1,negative,24,0,0
Atenolol,High Blood Pressure,i really like atenolol it helps bring all of my numbers down but most i'mportantly it brings my heart rate down a huge amount my heart rate can get up to 165 when i'm resting when i take my atenolol it goes between 70 s and 60 s so it helps quiet a bit i ve been on it for years now and haven't had any side effects i would highly recommend it,10,positive,73,0,0
Celexa,Depression,i have taken doses of celexa thus far i noticed changes about 24 hours in prior to starting i was very out of it sad withdrawn had urges to hurt myself no appetite nausea/vomiting anxiety etc i saw my doctor for my worsening depression and she added celexa to my other meds wellbutrin lamictal geodon i had been on that combination and the same dosages since may 2014 my boss noticed major negative changes since may today i am a little dizzy and nauseous but otherwise feeling much better which is weird i am not used to this feeling i was worried this was too drastic of a change because it had been only 24 hours but after reading other reviews i am opti'mistic,9,positive,124,0,0
Celexa,Depression,i got prescribed this medication for mild anxiety minor depression i usually get overwhelmed by things that'should feel not so worrisome replay things that irritate or upset me over over in my head i ve been on a light dose of celexa for about a week now i take it at night don't have trouble sleeping i will say right when it hits 645 - 7am i wake up am i'mmediately wide awake though i have definitely noticed a positive change not a huge one but just enough to make me feel more normal i can be a bit of a drag someti'mes just not my peppy self that i know is hiding in me this has made me feel much more of a positive peppy good parts of myself come out more i can manage my stress better lighter than i was before,7,positive,144,1,0
Duloxetine,Depression,added 90 mg cymbalta along with provigil and seroquel - really helped me out of depression and i'm glad i take it can't focus very well after almost mo but that could be related to something else i have not felt depressed like i did any thoughts of suicide due to anxiety not sadness recently doctor decreased dose still seems to be working,10,positive,63,0,0
Victoza,Type 2 Diabetes,i took my fourth dose of victoza last night easiest thing in the world i ve never self administered an injection before and this has been easier and shockingly without pain it was suggested to me that to avoid the nausea i ought to eat less each ti'me i eat and eat s-l-o-w which makes me more thoughtful about the food i eat thus far i have had no nausea and i have dropped a few pounds already which keeps me motivated to keep doing what i'm doing i'm not happy to be on shots but it could be a whole lot worse i'm looking forward to more weight loss,10,positive,110,0,0
Bydureon,Type 2 Diabetes,i'm in my fourth week of taking the med i'm down 17 lbs my blood sugars have been reduced to where'someti'mes i have to reduce my night ti'me lantus or i end up with a low blood sugar event i love this i ve struggled for years read about this online talked with my dr and now i'm on my way to getting better,10,positive,64,1,0
Metformin,Type 2 Diabetes,i was dignosed with prediabetes about a month ago not sure how its helping my blood sugar bcause i haven't been rechecked yet but i have not had any bd side effects at all and have lost lbs that's pretty goid considering i lost it over the holidays without even trying when i usually would have gained weight,9,positive,58,0,0
Vortioxetine,Depression,hurt my stomach initially but that has gone away feel better than ever,10,positive,13,0,0
Sertraline,Depression,i ve been all over the place in my head it calms me down some but not a lot plus i ve been gaining weight i ve been sick headaches itchy and so much other stuff,4,neutral,36,0,1
Vortioxetine,Depression,first off i'm 47 and i have suffered off and on from panic attacks and anxiety since my college days this is the first drug that has worked on both not only that but i only have to take the medication days a week 10 mg and have had zero side effects i work nights so not sure if the drug effects my sleeping i think the only side effect is i seem to be thirsty all the ti'me now and i have gained a few pounds but no panic and no anxiety since i started the meds months ago the only thing i worry about now is some fda report coming out soon saying the drug is not safe,10,positive,120,0,0
Fluoxetine,Depression,it s only day on prozac for severe depression and anxiety first day i was only tired and couldn't think straight had trouble finding the right words but my family helped by laughing it off and going along with me when i d use the wrong word day tired nauseous and foggy it feels like i'm not in my skin but watching life as a movie today is day and while i haven't cried today i'm just exhausted sad and not hungry i pray this gets better after a couple of weeks it s strange because even though i'm exhausted it s hard to sleep at ti'mes i'm hopeful this will work i ll try to come give updates,5,neutral,119,0,0
Hydrochlorothiazide,High Blood Pressure,two weeks into treatment became very lightheaded and couldn't get out of bed my feet hurt so bad didn't do much in lowering blood pressure,2,negative,25,0,1
Atenolol,High Blood Pressure,noticing symptoms of heart failure,8,positive,5,0,0
Methyldopa,High Blood Pressure,my doc switched me to it because we're trying to get pregnant which is a positive thing about the drug negative extreme thirst and facial tics i was on pills per day and couldn't tolerate the severity of these two side effects so my doc cut me back to pills which of course isn't as effective but my bp is lower than it would be if i wasn't taking it,6,neutral,70,1,0
Victoza,Type 2 Diabetes,i have been using victoza now for two years i lost two stone and my blood sugars are stable now wonder medicine,10,positive,22,0,0
Prazosin,High Blood Pressure,ugh i took this med and it made my heart race so fast my pulse rate went up to 116 this medication might work for some people who have ptsd but it definitely is no good for blood pressure unfortunately,1,negative,40,1,0
Parnate,Depression,maois surpass all other groups of contemporary antidepressants in my biased opinion unlike other medications parnate enriched me with clarity and motivation and just si'mply made me feel better you adjust to the effects over ti'me but it still makes me functional where i was once disabled i owe this venerable chemical my gratitude despite the one horrific yet transient reaction i ve encountered on it,9,positive,66,0,0
Amlodipine,High Blood Pressure,dreadful flush it after taking amlodipine i first noticed a grey red rash on chest neck and forearms should ve know my body was rejecting it next gradual increase in peripheral neuropathy symptoms symptoms including frequent numbness burning twitching and noticeable muscle loss left leg and other paresthesias i believed i was in the throes of some awful neurological disease i hope others suffering will read this because within 24 hours of stopping this med i'm already feeling much better sadly i will likely have some permanent damage but at least i stopped before i became worse it s a cri'me that patients are ignored when they complain about side effects big pharma take notice,1,negative,115,0,1
Toprol-Xl,High Blood Pressure,took it ti'mes and it gave me chest pain nervousness and could not sleep stopped taking it,1,negative,17,0,0
Dulaglutide,Type 2 Diabetes,year using its been frustrating for or ti'mes the mechanical action of the pen taken in belly area failed to inject i now use thighs and arm areas only have used and enjoyed this med thanks,7,positive,36,0,0
Amitriptyline,Depression,felt a bit groggy at first but now i'm good mood swings cut way down now that i'm sleeping,9,positive,19,1,0
Effexor XR,Depression,gave me my life back 150 mg,9,positive,7,0,0
Victoza,Type 2 Diabetes,i got con on victoza it does what it might say on the tin but its given me more than i bargained foe didn't expect to end up with thyroid cancer or depression victoza makes me feel angry sad etc i eat a meal i find i waste half of it it makes me run to the loo more i don't end up making someti'mes i go through lots of trousers in a day due to victoza causing problems i feel bloated my blood pressures gone up up up plus at first i thought i would give it a real chance to make a difference but has it not plus my gp said they have been given victoza to patients instead of metformin- i don't think so as vicatoza is too expensive and metforming is cheaper to buy than the other one i feel like i ve been lied to about the effects affects it has on you,1,negative,158,0,1
Lisinopril,High Blood Pressure,i have been taking lisinopril for months i started having a dry cough around months ago i cannot live like this i am also tired all the ti'me i notice other people have said this happened to them after taking lisinopril i really don't like this medicine and want to stop taking it as soon as possible bad drug,1,negative,59,0,1
Liraglutide,Type 2 Diabetes,a1c dropped from to over months with no serious side effects lost 60 lbs on low carb diet 100 more to go only problem is the price way too expensive for me will have to stop when prescription runs out,8,positive,40,0,0
Spironolactone,High Blood Pressure,this medicine did lower my blood pressure but after being on it for about months i began to have trouble urinating at first i thought i was getting a bladder infection but the symptoms would come and go mainly occurring right after i took the pill i decided to stop taking it for a while to see if the symptoms went away and they did i also had swelling of my hands and i gained pounds,1,negative,76,0,0
Wellbutrin,Depression,by no means a miracle drug but it really pulled me out of a deep depression after just a few days people began to notice a change in my appearance and mood for the better i began to take an interest in people and places i began to do the things i used to love again such as play the guitar and go to sporting events side effects we're really dry mouth which i did not mind because i switched from craving soda all the ti'me to craving water instead slight ringing in the ears i only sleep or so hours a night but it s not a big deal because i'm more energetic now than i was when sleeping hours,8,positive,121,1,0
Ramipril,High Blood Pressure,it did reduce my blood pressure but it made me itch,7,positive,11,0,0
Edarbi,High Blood Pressure,active in my 40 s and tried other bps but they never worked well tried edarbi by cutting the 40 mg in half and taking 20 mg/day and bp plummeted to 120/70 it has a much greater affinity to the angiotensin receptor and for a much longer period than any other arb which is why it is the best thus you don't need much for it to work side effects are dizziness if you bend over for a bit and then stand up you can get briefly lightheaded so you need to not move to make sure you don't fall down if that happens other than that none but i also take half the lowest dose,10,positive,116,1,0
Nebivolol,High Blood Pressure,i am a healthy 39 year old aa mom of i was diagnosed with high blood pressure after a stressful divorce and other life changing events my doctor gave me samples of 10 mg bystolic i went from 195/150 to 120/80 -textbook i take bystolic in the morning on an empty stomach and it has a calming effect so i was also able to eli'minate valium and xanax from my life i feel amazing the only side effect i ve noticed is my left arm feeling like it s thinking about falling asleep i'm okay with that as long as it s not tingling numbness or pain associated with the stroke i'might be having we're i not managing my blood pressure i also find that i can no longer make it off my normal - hours of sleep i need - or i fall asleep in the middle of a sentence lol,9,positive,152,1,0
Effexor,Depression,i was on effexor xr for years and i recently went off i gave the drug out of 10 because overall my anxiety and depression we're greatly i'mproved i didn't have any sexual side effects and only felt dizzy when i did not take the medication at exactly the same ti'me every night i did lose a lot of my energy and was prescribed wellbutrin to help out with that however the withdrawal as others have mentioned is terrible my doctor prescribed a low dose of prozac 20 mg to ease the withdrawal and it really helped if you are going off effexor do it with prozac i tried without it twice before and it was such a horrible experience that i went right back on,8,positive,126,0,2
Amlodipine / Hydrochlorothiazide / Olmesartan,High Blood Pressure,i haven't had any serious side affects at all it s been a good medication for me so far it works as it should and i feel much better taking it my doctor told me that my kidneys are working good and so is my liver tribenzor so far appears to be a very safe medication for me to take and stay on,10,positive,63,2,0
Valsartan,High Blood Pressure,taking for 15 years i'm 67 controls by blood pressure well i take 160 mg i'm normal weight and very active triathlions and marathons if i train very hard and drop weight i get dizzy someti'mes so i cut the pill in half and that does the trick i occasionally get heart palpitations but i got that before the drug i use to get terrible migranes before diovan when i started taking the diovan it was like s miracle drug for the migranes essentially eli'minated them i still get them now infrequently and not as severe i have ringing in the ears but i don't know if it s from the diovan or not but its not a problem for me,9,positive,121,0,1
Victoza,Type 2 Diabetes,have been taking for about a week and a half have had nausea and stomachache the whole ti'me got very sick one day think i ate to much weight was 195 when starting haven't checked since starting just moved to will see how goes my blood sugar has not changed around 200 and on the very sick day was 340 i am hoping it will start to drop have tried every medicine out there for type and nothing has worked do not want to go on incline medicine like metformin has brought my blood sugar down but it makes me very sick hope to give good news down the road ti'me will tell,7,positive,113,1,1
Pristiq,Depression,i was started on pristiq 50 mg a year ago when my moods started to get out of control as well as my anger i was so angry all the ti'me and i felt like i was always on the verge of crying i experienced no side effects what'soever from the pristiq and felt a noticable difference within a week i'm not angry for no reason any more and i don't feel like i have to cry when i drop a spoon this medication worked wonders for my depression anxiety anger and invasive thoughts my doctor increased the dose to 100 mg after i plummeted emotionally despite the pristiq the increased dosage worked i ve been on 100 mg for months with no side effects and no complaints,10,positive,128,0,0
Wellbutrin,Depression,i am not a proponent of big pharma and have always had to try to deal with my problems on my own i have a really excellent diet exercise don't smoke eat an organic diet - i'm just saying i really take care of myself i have had anxiety with a little bit of depression all of my life i was diagnosed with ptsd a few years ago as i was having severe anxiety about being accepted into nursing school and if i would be able to handle to stress and constant pressure and i also have concentration problems i have been off and on ssris which have been nothing but terrible for me paxil zoloft prozac of which made me feel like a zombie wellbutrin is gold not tired less irritable not panicky it has changed my life,10,positive,139,1,1
Losartan,High Blood Pressure,i took this along with a beta blocker and although the mechanism of the medicine seems very desirable for me the dilation of the blood vessels caused an unacceptable amount of facial flushing although this is not a listed side effect furthermore when i stopped taking it after a year or so there was only a small increase in blood pressure whilst on the same dose of beta blocker,2,negative,69,0,0
Trintellix,Depression,was prescribed to alleviate anxiety and depression both conditions have i'mproved dramatically no side effects,9,positive,15,0,0
Liraglutide,Type 2 Diabetes,i have been on victoza since dec 2012 lost kgs so far i started off at side effects not too bad after weeks increased to for the past two weeks now i feel hungry and am afraid that once my body gets used to a higher dose i will not lose any more weight,8,positive,54,0,1
Micardis,High Blood Pressure,micardis has stabilized my blood pressure i can't take the micardis with hct because i have had problems with my kidneys i do feel less patient and irritable to my wife and kids,8,positive,33,0,0
Victoza,Type 2 Diabetes,victoza is a life saver my blood sugar had been around 400 for over a year i had one foot in the grave my doctor started me on victoza with very minor side effect we saw a big change in less than a month my blood sugar has dropped to 150 not only do i feel great i have lost weight everybody has noticed the different the only bad thing i can say about victoza is the price,10,positive,78,1,1
Valsartan,High Blood Pressure,i ve been in valsartan a couple years after gallbladder surgery my blood pressure went high 190/ 90 since then i have been having ups and downs i lost 10 lbs i had two near syncopal episodes back to back was monitored in er for 12 hrs was told vasovagal episode heart bp fine second ti'me admitted all tests finebp was ok except prior to stress test got to 200/70 200/100 since then had another episiode took 160 mg in am by evening cli'mbed higher and higher to 190/87 saw pcp doesn't think it s valsartan yesterday took / valsartan because day before bp fine at 120/70 s went shopping by 4pm could feel it going up took / tab waited hrs took another / it kept up 16070 took another / tab and tried to go to sleep heart beating,8,positive,141,0,0
Prozac,Depression,on prozac for months never been better,10,positive,7,0,0
Twynsta,High Blood Pressure,awesome medicine have been on it for years i have perfect blood pressure now no side effects i love it,10,positive,20,2,0
LAsix,High Blood Pressure,i used this med along with cardizem-lasix was supposed to also help control serious swelling in my feet from the cardizem in addition to aiding in controlling my blood pressure the only issue i had with it is that it made my eyes burn very badly by making them very dry i have dry eyes anyway so that didn't help it also didn't control the swelling in my feet but did help with blood pressure,5,neutral,75,0,0
Dulaglutide,Type 2 Diabetes,well this is week taking this and i have every single side effect the worse is the abdominal pain of course your losing weight with nausea and diarrhea i have zero appetite but must eat something i have lost lbs already but it s due to side effects not sure if i will continue this treatment if these abdominal pain so don't subside,5,neutral,63,0,0
Metformin,Type 2 Diabetes,so i been on metformin for about maybe month s not really for sure so please forgive me and i was finely having regular menstrual cycles in january 31 2017 i spotted and was cramping a lot i thought it was ti'me for me to start my period well i haven't had my menstrual cycles since then i have taking so many pregnancy test and they have all come out negative at this point i am worried is there anyone that can help or something before i loss my mind,5,neutral,90,0,0
Diovan,High Blood Pressure,i have taken this medication since it first hit the market and was really satisfied at first now many years later hair falling out diagnosed as alopecia also muscle problems in chest cavity and extremities i attribute this all to the medication and will ask it to be changed,4,neutral,49,0,0
Farxiga,Type 2 Diabetes,i have been taking this for over / months no side effects to report this works well with me the up side to this is i'm losing weight,10,positive,28,1,0
Lexapro,Depression,saved me for the first six years i was on it unfortunately as with many ssri s it will lose its great qualities after ti'me you can go above 20 mgs but its not recommended i am adding lithium to try to get it working again,9,positive,46,1,0
Parnate,Depression,after trying many more modern anti-depressants which i found uncongenial due to pri'mary or side-effects i tried parnate from the initial dose i felt a lift in my mental state although i have had to increase the dosage to maintain this i'mprovement it is ceratainly worth the diatary restriction hassles the only bugbear is difficulty in getting to sleep having to take sleeping medication to cope with the unwanted effects that come with using them overall though the parnate has been most useful,9,positive,83,0,0
Amlodipine,High Blood Pressure,i ve only been on norvasc 10 mg for about a week it has lowe'red my blood pressure and so far no side effects will keep on monitoring it,7,positive,29,0,0
Viibryd,Depression,i have been on viibryd for weeks now and i feel awesome i had the bathroom issues just for one day and then it stopped it happened again when i increased to 20 mg but i feel great i noticed after the 3rd day that my depression was gone i feel really upbeat and my husband has really noticed a big difference i have been on a lot of other antidepressants and by far this is the best one i am also on latuda which seems to be working well also i give this medicine a 10 because it has really helped me,10,positive,103,2,0
Cozaar,High Blood Pressure,male 56 i started taking cozaar just days ago to add to my current regi'ment of diuretic and betablocker as my bp was cli'mbing after only days taking it my bp went from 170/102 down to 129/69 and i am only on a 25 mg dose smaller than even what the manufacturer recommends this med works and fast no side effects for me,10,positive,63,1,0
Toprol-Xl,High Blood Pressure,i have been taking metoprolol 25 mg once a day for 13 days it has lowe'red my heart rate by about 30 beats a minute but i am always tired get chest pain headache and numbness little to no benefit in lowering my blood pressure 140/95 s,6,neutral,47,0,0
Ramipril,High Blood Pressure,the only side effect is the cough other than that i tolerate it perfectly with no other side effects,10,positive,19,0,0
Desvenlafaxine,Depression,i ve been on pristiq for weeks and believe me i have never felt better in my life it works no side effects i'm a happy person now the only thing i wouldn't do is to take pristiq at night ti'me i take it at 00am so i don't have sleeping problems try it this way this medicine is wonderful good luck everybody,10,positive,63,3,0
Vortioxetine,Depression,i ve been on trintellix for over a year now and i'm going to stop reason increased social anxiety and generalized anxiety increase in paranoid thoughts/ fear hot sweats on and off throughout the day it worked on cognition i have been super focused and less suicidal but the unwanted side effects we're too difficult to handle and i ve decided that's enough i'm going to go back on lamictal as it acts like an antidepressant and helps anxiety i also have been on abilify for years good drug,8,positive,89,1,0
Janumet,Type 2 Diabetes,my husband went on janument and i noticed one day that he was slurring his words i thought since he had pancakes with sugar free syrup he had a reaction to the syrup he went off the medication and the slurring stopped,1,negative,42,0,0
Liraglutide,Type 2 Diabetes,i'm 64 yrs old female with an a1c of and an average month glucose of 185 my morning sugars 160 evenings from 170 to 290 i'm on 2000 mg of metformin a and 100 mg of januvia my new doctor suggested victoza first week had day of nausea days of loose stools and day with a minor headache all was gone by day have lost 10 pounds in 10 days sugars now run in the 140 s in the morning and 120 s - 140 s in the evening not as hungry have not specifically exercised but have tried to eat at least 2x a day and - - after 8pm less thirsty too now to get my thyroid levels back under control which i was just informed we're off and need a higher dose 150mcg of synthroid but i'm thrilled with this medicine after 10 days of use,10,positive,149,0,0
Vortioxetine,Depression,the glaucoma attack was a side effect that i did not need,1,negative,12,0,0
Glimepiride,Type 2 Diabetes,my doctor put me on amaryl it quickly lowe'red my readings my problem is that i have a sulfa allergy now i'm broken out in a horrible rash the doc doesn't think it might be the amaryl,8,positive,37,0,1
Sertraline,Depression,only drug to make me feel alright,9,positive,7,0,0
Dulaglutide,Type 2 Diabetes,i have been on trulicity 75 for about weeks has lowe'red blood sugar about 25 points will get a1c in two weeks the first shot left me with nausea and upset stomach that has passed and now i have no stomach problems i take shot at night and am fine by next morning it has left me with joint pain in my hands this pain started the first week and i still have some joint pain i keep hoping it will go away i will see what happens in the next few weeks i noticed in reviews that other people also had joint pain do any of these people have information on how long the pain lasts in talking with drug company and pharmacist no one has any information on this issue i have lost about 10 pounds,8,positive,138,0,0
Paxil,Depression,paxil was the first antidepressant i was put on when i was first diagnosed with depression roughly a year and a half ago while it did stop the suicidal thoughts the side effects we're just not worth it for me it made me tired all the ti'me and not just kind of sleepy it was more like i could get a full nights rest wake up and not half an hour later feel so exhausted that if i laid down on the ground i could take a nap right there it also took away my ability to orgasm i'm a 21 y/o 20 at the ti'me college girl who is a pretty sexually open person so to say i was not down to never have another orgasm while on it would be a huge understatement did work but not worth the side effects,3,negative,143,0,0
